1678313745.2852323	5.0	1
1678313745.796495	5.0	1
1678313749.148168	5.0	2
1678313753.5884492	5.0	4
1678313753.616616	5.0	1
1678313754.4278166	5.0	1
1678313754.7815597	5.0	1
1678313754.8602724	5.0	2
1678313755.087859	5.0	2
1678313756.2058723	5.0	4
1678313757.9079628	5.0	4
1678313759.0600717	5.0	4
1678313761.089734	5.0	4
1678313763.0664835	5.0	4
1678313764.3569667	5.0	4
1678313764.8200555	5.0	4
1678313766.459961	5.0	4
1678313770.0005963	5.0	4
1678313771.3047414	5.0	4
1678313771.4581125	5.0	1
1678313773.3810186	5.0	2
1678313773.8762734	5.0	4
1678313774.652388	5.0	4
1678313775.6124606	5.0	1
1678313775.633606	5.0	4
1678313776.1841211	5.0	2
1678313777.3529046	5.0	2
1678313778.3599553	5.0	1
1678313781.3329191	5.0	2
1678313782.089653	5.0	1
1678313782.0962038	5.0	4
1678313785.69215	5.0	2
1678313787.1767092	5.0	2
1678313789.001679	5.0	2
1678313789.6488814	5.0	2
1678313791.677074	5.0	2
1678313795.5802212	5.0	2
1678313797.47689	5.0	2
1678313799.5326424	5.0	2
1678313802.5077112	5.0	2
1678313803.9324107	5.0	2
1678313806.2798376	5.0	1
1678313806.3601837	5.0	2
1678313807.4082048	5.0	1
1678313807.5171263	5.0	2
1678313808.140043	5.0	2
1678313809.3081567	5.0	4
1678313810.3683355	5.0	4
1678313811.3202913	5.0	2
1678313814.056869	5.0	1
1678313814.083773	5.0	2
1678313815.4972427	5.0	2
1678313815.977102	5.0	2
1678313817.364344	5.0	1
1678313817.444079	5.0	2
1678313817.9693592	5.0	1
1678313818.0212002	5.0	2
1678313819.4321425	5.0	2
1678313819.808827	5.0	2
1678313819.8118267	5.0	1
1678313821.4001102	5.0	2
1678313821.9890811	5.0	2
1678313823.2241735	5.0	2
1678313825.0920324	5.0	2
1678313825.7329931	5.0	2
1678313826.9929397	5.0	2
1678313827.6843724	5.0	2
1678313828.3037622	5.0	1
1678313829.2645278	5.0	2
1678313829.6827798	5.0	2
1678313830.364522	5.0	2
1678313831.231836	5.0	2
1678313834.276821	5.0	2
1678313835.2256978	5.0	2
1678313835.697467	5.0	2
1678313837.5727384	5.0	1
1678313837.5971234	5.0	2
1678313839.1374986	5.0	2
1678313839.745057	5.0	2
1678313840.6162755	5.0	2
1678313841.2137036	5.0	2
1678313843.6762314	5.0	2
1678313844.639824	5.0	2
1678313845.3813252	5.0	2
1678313845.955804	5.0	2
1678313846.4443052	5.0	2
1678313846.7972925	5.0	2
1678313847.5759723	5.0	1
1678313847.5961208	5.0	2
1678313848.3641295	5.0	2
1678313849.3161635	5.0	1
1678313849.3405678	5.0	2
1678313851.2405095	5.0	2
1678313851.65576	5.0	2
1678313851.6597662	5.0	1
1678313853.03632	5.0	2
1678313853.4655402	5.0	2
1678313855.4685068	5.0	1
1678313855.4925778	5.0	2
1678313857.1890547	5.0	2
1678313857.60889	5.0	2
1678313859.2290218	5.0	2
1678313859.7963965	5.0	2
1678313860.2256737	5.0	4
1678313861.11722	5.0	2
1678313863.012112	5.0	2
1678313863.504593	5.0	2
1678313865.1686568	5.0	2
1678313865.8481264	5.0	2
1678313866.4329822	5.0	2
1678313867.1050577	5.0	2
1678313867.4048293	5.0	1
1678313867.4118876	5.0	2
1678313871.1500146	5.0	2
1678313871.5402918	5.0	2
1678313872.626382	5.0	1
1678313877.3325784	5.0	2
1678313879.277077	5.0	2
1678313879.5879767	5.0	1
1678313879.6814368	5.0	4
1678313881.244849	5.0	2
1678313883.4255743	5.0	2
1678313885.6355217	5.0	2
1678313886.2004323	5.0	4
1678313887.1559312	5.0	2
1678313889.825684	5.0	2
1678313893.7962086	5.0	2
1678313896.0650122	5.0	2
1678313897.6119378	5.0	2
1678313899.707717	5.0	2
1678313899.7773938	5.0	1
1678313900.240579	5.0	4
1678313901.3643866	5.0	2
1678313901.8380108	5.0	4
1678313902.3720398	5.0	2
1678313903.2005248	5.0	2
1678313903.760712	5.0	4
1678313905.217615	5.0	2
1678313907.3084164	5.0	2
1678313909.1332967	5.0	1
1678313909.1642044	5.0	2
1678313911.9527209	5.0	1
1678313911.9606838	5.0	2
1678313913.6455529	5.0	2
1678313915.223712	5.0	2
1678313917.1198974	5.0	2
1678313918.1117847	5.0	4
1678313919.0725791	5.0	2
