'f', 1678313724.8038235
'w', 1678313745.2852325
'w', 1678313745.796495
'/', 1678313747.9324515
'g', 1678313748.9290571
'a', 1678313749.148168
'm', 1678313749.309147
'e', 1678313749.4090757
Key.tab, 1678313749.6838717
Key.space, 1678313750.4041972
'c', 1678313750.6163046
Key.tab, 1678313751.2001266
Key.enter, 1678313751.6202414
'd', 1678313753.5884492
'w', 1678313753.616616
'w', 1678313754.4278166
'w', 1678313754.7815595
'a', 1678313754.8602724
'a', 1678313755.087859
'd', 1678313756.2058723
'd', 1678313757.9079628
'd', 1678313759.0600715
'd', 1678313761.089734
'd', 1678313763.0664835
'd', 1678313764.3569667
'd', 1678313764.8200557
'd', 1678313766.459961
'd', 1678313770.0005963
'd', 1678313771.3047414
'w', 1678313771.4581125
'a', 1678313773.3810186
'd', 1678313773.8762734
'd', 1678313774.652388
'w', 1678313775.6124606
'd', 1678313775.633606
'a', 1678313776.1841211
's', 1678313776.208789
'a', 1678313777.3529046
's', 1678313777.428203
's', 1678313777.823987
'w', 1678313778.3599553
's', 1678313779.1965432
's', 1678313779.833631
'a', 1678313781.3329191
's', 1678313781.4525292
'w', 1678313782.089653
'd', 1678313782.0962038
's', 1678313783.2284071
'a', 1678313785.6921499
'a', 1678313787.1767092
'a', 1678313789.001679
'a', 1678313789.6488814
'a', 1678313791.677074
's', 1678313795.5725253
'a', 1678313795.5802212
's', 1678313797.1930096
'a', 1678313797.47689
's', 1678313799.4769351
'a', 1678313799.5326424
's', 1678313802.4964929
'a', 1678313802.5077112
's', 1678313803.9282205
'a', 1678313803.9324107
'w', 1678313806.2798376
'a', 1678313806.3601837
'w', 1678313807.4082048
'a', 1678313807.5171263
'a', 1678313808.140043
'd', 1678313809.3081567
'd', 1678313810.3683357
's', 1678313811.2329364
'a', 1678313811.3202913
'w', 1678313814.056869
'a', 1678313814.083773
'a', 1678313815.4972427
'a', 1678313815.977102
'w', 1678313817.364344
'a', 1678313817.444079
'w', 1678313817.9693592
'a', 1678313818.0212002
'a', 1678313819.4321423
'a', 1678313819.808827
'w', 1678313819.8118267
's', 1678313821.3760924
'a', 1678313821.4001102
'a', 1678313821.9890811
'a', 1678313823.2241735
'a', 1678313825.0920324
'a', 1678313825.7329931
'a', 1678313826.9929395
'a', 1678313827.6843724
's', 1678313827.6875677
'w', 1678313828.3037622
's', 1678313829.232064
'a', 1678313829.2645278
'a', 1678313829.6827798
'a', 1678313830.364522
's', 1678313831.2212498
'a', 1678313831.231836
'a', 1678313834.276821
'a', 1678313835.2256978
'a', 1678313835.697467
'w', 1678313837.5727384
'a', 1678313837.5971234
'a', 1678313839.1374986
'a', 1678313839.7450573
'a', 1678313840.6162755
'a', 1678313841.2137036
'a', 1678313843.6762314
'a', 1678313844.639824
'a', 1678313845.3813252
'a', 1678313845.955804
'a', 1678313846.4443052
'a', 1678313846.7972925
'w', 1678313847.5759723
'a', 1678313847.5961208
'a', 1678313848.3641295
'w', 1678313849.3161635
'a', 1678313849.3405678
'a', 1678313851.2405097
'a', 1678313851.65576
'w', 1678313851.6597662
'a', 1678313853.03632
'a', 1678313853.4655402
'w', 1678313855.4685068
'a', 1678313855.4925778
'a', 1678313857.1890547
'a', 1678313857.60889
'a', 1678313859.2290218
'a', 1678313859.7963963
'd', 1678313860.2256737
'a', 1678313861.11722
'a', 1678313863.012112
'a', 1678313863.504593
'a', 1678313865.1686568
'a', 1678313865.8481264
'a', 1678313866.4329822
'a', 1678313867.1050575
'w', 1678313867.4048293
'a', 1678313867.4118876
Key.space, 1678313869.4458642
Key.space, 1678313869.624338
'a', 1678313871.1500146
'a', 1678313871.5402918
'w', 1678313872.626382
's', 1678313873.2084212
'a', 1678313877.3325784
's', 1678313877.3397439
'a', 1678313879.277077
'w', 1678313879.5879767
'd', 1678313879.6814368
'a', 1678313881.244849
's', 1678313881.247808
'a', 1678313883.4255745
'a', 1678313885.6355217
'd', 1678313886.2004323
'a', 1678313887.1559312
'a', 1678313889.825684
'a', 1678313893.7962086
'a', 1678313896.0650122
'a', 1678313897.6119378
'a', 1678313899.707717
'w', 1678313899.7773938
'd', 1678313900.240579
'a', 1678313901.3643866
'd', 1678313901.8380108
'a', 1678313902.3720398
'a', 1678313903.2005248
'd', 1678313903.760712
'a', 1678313905.2176147
'a', 1678313907.3084164
'w', 1678313909.1332967
'a', 1678313909.1642044
'w', 1678313911.9527209
'a', 1678313911.9606838
'a', 1678313913.6455529
'a', 1678313915.223712
'a', 1678313917.1198974
'd', 1678313918.1117847
'a', 1678313919.0725791
'a', 1678313921.0719192
'a', 1678313923.2523925
'a', 1678313925.2367992
'a', 1678313927.0449421
'w', 1678313929.2042675
'd', 1678313929.2439754
'd', 1678313929.6689866
'a', 1678313930.0009851
'd', 1678313931.063758
'a', 1678313931.5089571
'd', 1678313932.9563208
'a', 1678313933.904337
'd', 1678313935.1643715
'a', 1678313936.2366004
'd', 1678313937.0361242
Key.space, 1678313938.984086
's', 1678313938.9915965
'd', 1678313939.2772877
'w', 1678313939.605152
'd', 1678313941.212662
's', 1678313941.2680159
'd', 1678313945.287754
'w', 1678313947.092744
'd', 1678313947.148955
'w', 1678313947.4725742
'd', 1678313947.5255306
'w', 1678313949.1050577
'd', 1678313949.1126523
'd', 1678313951.6643744
'w', 1678313951.7128046
'a', 1678313952.1520727
's', 1678313952.167681
'd', 1678313953.1371014
'a', 1678313953.337043
'd', 1678313954.108742
'w', 1678313954.9488525
'd', 1678313955.0361176
'd', 1678313955.5000856
'w', 1678313955.8969543
'd', 1678313956.9896605
's', 1678313957.2643921
'a', 1678313957.6085773
'a', 1678313957.9686031
'd', 1678313959.1410875
'd', 1678313961.1276033
'd', 1678313962.9137719
'a', 1678313963.3971975
'd', 1678313965.013209
'd', 1678313967.3451388
'd', 1678313969.4136388
'd', 1678313971.2732747
'a', 1678313971.936393
'w', 1678313973.0125785
'd', 1678313973.1124525
'd', 1678313973.4319673
's', 1678313973.764133
